"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"s***7",,"star5","还是挺不错的，就是还要买个type-c转换器啥的","2018-11-19 23:44","1","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:36:46.9735189"
"l***x","PLUS会员","star5","速度飞快，点啥开啥，色彩非常棒，苹果的产品确实做得到位，就是价格贵了些！这是年终的抽奖奖品哦，不知最终会花落谁家了～","2018-12-24 14:27","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:36:47.0084255"
"可***心",,"star5","一直忙着没评价，非常不错，高大上的感觉！性能还需要熟悉一段时间！","2018-12-21 08:27","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:36:47.0363508"
"j***p",,"star5","挺不错的，感觉挺好的，快递神速，第一天定的，第二天早上就到！","2018-12-24 00:16","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:36:47.0672677"
"j***3","PLUS会员","star5","我对新的物品都是三分钟热度买来只充过一次电不怎么用基本几天才开一次机公司有电脑所以买来当摆设了12.12买的~转给你了原价私聊","2018-12-25 22:43","1","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:36:47.0971877"
"j***l",,"star5","下图是我装的虚拟机win10系统和苹果系统的对比图，Air在苹果系统下明显字体发虚，而在win10系统下稍微好点。对于要长期使用苹果系统的来说，多花点钱，购买Mac Pro，因为视网屏膜更好点。  如果对于要大量阅读英文或者看大量文字的人来说，这种屏幕看久了眼睛会痛，谁要？我**了！现在有些后悔，当初还是该买国产同等价位的华为IPS屏电脑。","2018-11-21 00:37","7","8","[购买5天后追评]","要以学习的态度去，要理性对待任何人或事。居然自动给了五星好评！谁要？我转，让！","https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:36:47.1291028"
"j***0","PLUS会员","star5","东西不错，外观漂亮，手感不错。不太适应系统，正在适应中。送货速度快","2018-12-22 18:49","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:36:47.1590223"
"最***爷","PLUS会员","star5","东西非常好！京东送货！京东物流没得说，顺丰啥的都比不过的，太快了，大爱京东！希望以后活动多多，我会一如既往支持京东！","2018-12-16 12:54","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:36:47.1889428"
"j***9",,"star5","这电脑和我想象的差不多吧，轻薄，系统流畅，苹果的系统也好上手，唯一这价位显示效果就差了些，拿给姑娘使用的，她应该喜欢?","2018-12-23 21:52","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:36:47.2178650"
"任爱人-",,"star5","整体还行，就是系统得花时间熟悉，还有，一定要买大内存的！！！吃鸡什么的都没法玩","2018-03-11 12:11","2","3",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:02.4523724"
"j***e","PLUS会员","star5","苹果主要反应快，用久了也不容易卡，这款还行，办公强，续航没的说，虽然分辨率低了点，但总体还行","2018-12-24 19:19","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:02.4902986"
"z***g",,"star5","绝对正品！漂亮！超薄！速度快！有质感！","2018-12-23 16:14","1","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:02.5252062"
"1***p","PLUS会员","star5","流畅度完全没有问题，就是装系统费了点劲儿。总的来说，很不错！","2018-12-26 11:47","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:02.5940248"
"今***3",,"star1","周末在家放松 看个电视节目 突然就这样了","2018-09-24 20:50","11","5","[购买25天后追评]","有买家遇到这样的情况吗？不停闪屏","https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:02.6239123"
"j***u","PLUS会员","star5","单位领导用的，大品牌，运行速度快，搞活动价格也实惠，送货快","2018-12-12 14:00","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:02.6548617"
"jd_682959838",,"star1","才买了没多久就出问题，今天是直接开不了机。","2018-04-20 13:02","15","4",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:02.6937252"
"j***5",,"star1","11.1日购买的电脑 打开包装 在强光下一看 全是划痕，给客服打电话 推来推去的 ，问我给我200元补偿可以不，你咋想的200元你给我把划痕修好了，我给你。完事儿说不同意没关系他去跟上级领导协调，完事儿第二天直接叫人上门取货，我tm就想问问谁给你的权利 你说要取走就直接来人啊，我tm花钱买电脑你们是不是脑子有病。维权客服态度特别恶劣，工号啥几.把的我tm也记不住，但是畜生那是肯定的。5天无果后，我尼.玛.的无奈收了它们200块钱，真的，*果然名不虚传，以前对京东印象挺好，没想到也是披着羊皮的畜生。“留墙咚”炸了。一星都系.统是系统硬给的。","2017-11-06 16:12","120","42",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:02.7246425"
"j***i",,"star5","第一台MacBook，真的惊到我了。之前只是在店里看过老款的air和pro。这台18款的air太漂亮了。薄，快，安静。","2018-11-10 00:08","1","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:02.7565869"
"寒***子","PLUS会员","star5","嗯 很漂亮 系统也很好操作 苹果三件套齐全了 买来纯用办公 还不错  用一段时间再来评价","2018-11-19 13:17","1","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:02.7894705"
"8***i","PLUS会员","star5","不愧是京东快递，速度很快两天就到了。拿到货，小哥服务很好，确定原装未拆，拆开包装，外观特别棒，很喜欢，也去实体店看过很多次。而且这次在京东买省了一笔，@设置ID，一系列工作做完，便开始下软件啥的，应用市场里东西很少，都是平常的应用软件，所有对我来说很不错了，很喜欢。","2018-12-23 07:12","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:17.9693046"
"乖***球","PLUS会员","star5","买早了几天，很后悔。首先觉得质量问题是电池不好用，写文档不到两个小时，时间有点短了；其次是分辨率，太垃圾了，看字体都是模糊的；第三是表面很容易被划出痕迹。华为的笔记本的屏幕屏占比，分辨率，配置比他高多了，很后悔没等华为笔记本发布。五千八百多，还不如买华为小米笔记本了。","2018-12-20 10:23","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:18.0042122"
"2***m","PLUS会员","star5","此用户未填写评价内容","2018-12-18 11:32","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:18.0351019"
"8***i",,"star5","不愧是京东快递，预约时间准时送到速度很快.确定原装未拆，作为礼品是不错的选择。外观特别棒，很喜欢，也去实体店看过很多次。@设置ID，一系列工作做完，便开始下软件啥的，应用市场里东西很少，都是平常的应用软件，所有对我来说很不错了，很喜欢，希望对你有帮助","2018-12-20 05:21","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:18.0650224"
"心***催","PLUS会员","star5","不得不夸一下苹果，速度还是相当的不错，挺好的，京东买很放心！","2018-12-22 00:39","1","0","[购买6天后追评]","买之前客服说了可以保价，买了没两天降价了，申请保价原因是有赠品外套，问客服，客服说不参加保价！买之前说的话就是骗人了！说我用了优惠券，就没听过用了优惠券就不能保价的！我领的是京东全类品优惠券又不是你家店里的优惠券！！！！！人品问题！不为这十块二十块的差价，就是说这个理！好评是给电脑的！差评给客服的！！！","https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:18.0979344"
"王***4",,"star5","还没用，用一段再说，挺薄的。","2017-08-05 11:52","8","8","[购买7天后追评]","用起来太热了，不能用设计软件，后悔，极度后悔买这个。","https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:18.1278543"
"j***f",,"star5","新电脑就这样，崩溃呀","2018-12-24 07:21","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:18.1573859"
"8***i","PLUS会员","star5","不愧是京东快递，预约时间准时送到速度很快.确定原装未拆，作为礼品是不错的选择。外观特别棒，很喜欢，也去实体店看过很多次。@设置ID，一系列工作做完，便开始下软件啥的，应用市场里东西很少，都是平常的应用软件，所有对我来说很不错了，很喜欢。","2018-12-22 07:27","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:18.1873063"
"子***1","PLUS会员","star5","刚开始用不惯，毕竟第一次，不过说实话，这本子除了不能打游戏，其他的完全够我用，做工用料没的说","2018-12-18 14:54","1","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:18.2152321"
"如***恬","PLUS会员","star5","外观很精致漂亮，整个看起来挺有质感，画面清晰，首次用苹果笔记本极其不熟悉，操作起来有些费劲，然后鼠标很好用也很好看！希望这下可以用个好几年???","2018-12-06 17:31","1","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:37:18.2458045"
